,SriLanka_creole,phonetic_transcription,Portuguese_definition,Portuguese_IPA,English_definition,pos,Related_languages,pt_related annotations,sources,original_full_entry,original_Portuguese_definition,original_linguistic_notes,page
2078,Reptiles,reptiles,repteis,,reptiles,noun,,,,"Reptiles, reptils, reptis.",reptéis,,174.0
2079,reptils,reptils,repteis,,reptiles,noun,,,,"Reptiles, reptils, reptis.",reptéis,,174.0
2080,Requedá,rekedaː,"arrecadar, requerer",,"collect, request",verb,,,,"Requedá, arrecadar; requerer. Reqnedação, arrecadação.— Reqiiedar em F. Lopes.","arrecadar, requerer",,174.0
2081,Requedação,rekedasaːo,arrecadação,ɐ.Rɨ.kɐ.dɐ.ˈsɐ̃w̃,collection,noun,,,,,arrecadação,,
2082,Requéza,rekeːza,riqueza,,wealth,noun,,,,"Requéza, riqueza (mais us.).",riqueza,,174.0
2083,Requirivel,rekiɾiʋel,preciso,,necessary,adjective,English,,,"Requirivel, preciso. — Ingl. requirable.",preciso,,174.0
2084,Resgueto,rezgeto,resgate,Rɨʒ.ˈɡa.tɨ,ransom,noun,,,,"Resgueto, resgate. Res-guetà,, resgatar.",resgate,,174.0
2085,Resolvá,rezolʋaː,resolver,Rɨ.zoɫ.ˈveɾ,solve,verb,,,,"Resolva, resolver.",resolver,,174.0
2086,Respeitado,respeitado,respeitável,Rɨʃ.pɐj.ˈta.vɛɫ,respectable,adjective,,,,"Respeitado, respeitável. Cfr. agradado.",respeitável,,174.0
2087,Respéto,respeːto,respeito,Rɨʃ.ˈpɐj.tu,respect,noun,,,,"Respéto, respeito (t. us.).",respeito,,174.0
2088,Resplandente,resplandente,"resplendente, resplandecente",,resplendent,adjective,,,,"Resplandente, resplando-so, resplendente, resplandecente.","resplendente, resplandecente",,174.0
2089,resplandoso,resplandozo,"resplendente, resplandecente",,resplendent,adjective,,,,"Resplandente, resplando-so, resplendente, resplandecente.","resplendente, resplandecente",,174.0
2090,Responsibilidade,responsibilidade,responsabilidade,Rɨʃ.põ.sɐ.bi.li.ˈda.dɨ,responsibility,noun,,,"O Bruffador, i periódico","Responsibilidade {Br. i), responsabilidade.",responsabilidade,,174.0
2091,Restanto,restanto,restante,Rɨʃ.ˈtɐ̃.tɨ,remnant,adjective,,,,"Restante, restante. Cír.bas-tanto, rebeldo.",restante,,174.0
2092,Restorá,restoɾaː,"restaurar, instituir",,"restore, institute",verb,,,,"Restorà, restaurar; instituir. Restoração, restauração. — Infl. do ingl. to restore.","restaurar, instituir",,174.0
2093,Restoração,restoɾasaːo,restauração,,restoration,noun,English,,,,restauração,,
2094,Retorná,retoɾnaː,"retornar, restituir",,return,verb,,,,"Retoma, retornar; restituir (desus.). Retoma, retorno. Dial. coch.",retornar Restituir,,174.0
2095,Retórna,retoːɾna,retorno,,return,noun,Cochin creole,,,,retorno,,
2096,Revereno,reʋeɾeno,reverendo,,reverend,noun,,,"O Bruffador, ii periódico","Revereno {Br. 2), reverendo.",reverendo,,174.0
2097,Rexinol,reʃinol,rouxinol,Row.si.ˈnɔɫ,nightingale,noun,,Portuguese-based creoles of Indian mainland,,"Rexinol, rouxinol. Reixinol: vulg. no cont.",rouxinol,,174.0
2098,Rezão,rezaːo,razão,Rɐ.ˈzɐ̃w̃,reason,noun,"Capeverdean creole, Cochin creole, Macao creole","Old Portuguese, Dialectal Portuguese",,"Rezão, rezan (fórm. mod.), razão. Rezonavel, razoável. Re^ão: dial. cochmac. Re:fan: dial. cab. — Re:^ão: port. arch. e Dialetal Portuguese.",razão,,174.0
2099,rezan,rezan,razão,Rɐ.ˈzɐ̃w̃,reason,noun,"Capeverdean creole, Cochin creole, Macao creole","Old Portuguese, Dialectal Portuguese",,"Rezão, rezan (fórm. mod.), razão. Rezonavel, razoável. Re^ão: dial. cochmac. Re:fan: dial. cab. — Re:^ão: port. arch. e Dialetal Portuguese.",razão,,174.0
2100,Rezonavel,rezonaʋel,razoável,,fair,adjective,,,,,razoável,,
2101,Revolá,reʋolaː,revolver,Rɨ.voɫ.ˈveɾ,turn over,verb,,,,"Revolà, revolver.",revolver,,174.0
2102,Rheumatism,reumatizm,reumatismo,,rheumatism,noun,,,,"Rheumatism, rheumatismo.",reumatismo,,174.0
2103,Riba,riba,"arriba, em cima, sobre",,"up, above, over",noun,"Macao creole, Mangalor creole, Singapore creole",,,"Riba, ribè, arriba, em cima, sobre. Dial. singpmac. Dial. mang. rib.","arriba, em cima, sobre",,174.0
2104,ribè,ribeː,"arriba, em cima, sobre",,"up, above, over",noun,"Macao creole, Mangalor creole, Singapore creole",,,"Riba, ribè, arriba, em cima, sobre. Dial. singpmac. Dial. mang. rib.","arriba, em cima, sobre",,174.0
2105,Richo,rit̠ʃo,rico,,rich,adjective,English,"Diu creole, Daman creole",,"Richo, riqueiro (p. us.), rico (p. us.). Dial. nort. rich. — Infl. do ingl. rich.",rico,pouco usado,174.0
2106,riqueiro,rikeiɾo,rico,,rich,adjective,English,"Diu creole, Daman creole",,"Richo, riqueiro (p. us.), rico (p. us.). Dial. nort. rich. — Infl. do ingl. rich.",rico,pouco usado,174.0
2107,Riscá,riskaː,arriscar,,risk,verb,Macao creole,,,"Risca, arriscar. Dial. mac.",arriscar,,174.0
2108,Riu,riu,rio,ˈRi.u,river,noun,Mangalor creole,,,"Riu, rio. Dial. mang.",rio,,174.0
2109,Rodiá,rodiaː,rodear,,encompass,verb,,,,"Rodiá, rodear.",rodear,,174.0
2110,Róga,roːga,"rogo, prece",,prayer,noun,,,,"Roga, rogo (t. us.), prece.","rogo, prece",,174.0
2111,Roido,rojdo,ruído,,noise,noun,,,,"Roido, ruido. Cfr. coidado.",ruído,,174.0
2112,Róla,roːla,rolo,ˈRo.lu,roll,noun,,,,"Rola, rolo.",rolo,,174.0
2113,Rompá,rompaː,romper,Rõ.ˈpeɾ,disrupt,verb,,,,"Rompa, romper.",romper,,174.0
2114,Ronchà,ront̠ʃaː,roncar,Rõ.ˈkaɾ,snore,verb,,,,"Ronchà, roncar. Cfr. ranchá.",roncar,,174.0
2115,Rondade,rondade,"ruindade, imprecação",,badness,noun,Macao creole,,O Comer de Alma,"Rondade, ruindade, imprecação. Us. t. como V. em C. A.: Já rondade? = rogaste pragas ? Rondai (C A.)^ rogar pragas. Rondade: dial. mac.","ruindade, imprecação",,175.0
2116,Rosairo,rozaiɾo,rosário,,rosary,noun,,,,"Rosairo, rosário. Cfr. re-frigeiro.",rosário,,175.0
2117,Rostè,rosteː,rosto,,face,noun,,,,"Rostè, rosto (t. us.).",rosto,,175.0
2118,Rota,rota,"rotim, bengala",,"walking stick, cane",noun,English,All Portuguese-based creoles of India,,"Rota, rotim [Calamus ro-tang) ; bengala. Comm. T. em Gôa; em indo-ingl. {raítan). —Malaio jVjj (rôtan). «Cordas grossas de rotas (que são feitas de humas varas que se muyto brandam)». Gare. «Rotin; ro-tang, roseau des Indes, canne faite de la tige du rotin; du malay rotãn». Aug. Scheler {Diction. d'étymologie fran-çaise). Rotados, golpes de rota, chibatadas.","rotim, bengala",,175.0
2119,Rotados,rotados,"golpes de rota, chibatadas",,lashes,noun,,,,,"golpes de rota, chibatadas",,
2120,Rubá,rubaː,roubar,Row.ˈbaɾ,steal,verb,Macao creole,,,"Rubá, roubar. Rubador, roubador. Rubação, roubo. Dial. mac.",roubar,,175.0
2121,Rubador,rubadoɾ,ladrão,,thief,noun,Macao creole,,,,ladrão,,
2122,Rubação,rubasaːo,roubo,,theft,noun,Macao creole,,,,roubo,,
2123,Rudela,rudela,rodela,Ru.ˈdɛ.lɐ,"disc, slice",noun,,,,"Rudela, rodela.",rodela,,175.0
2124,Ruino,ruino,ruína,ˈRwi.nɐ,ruin,noun,,,,"Ruino, ruvína, ruvinação, ruina. Ruiná, ruvinà, arruinar. Cfr. savode, perdová.",ruina,,175.0
2125,ruvína,ruʋiːna,ruína,ˈRwi.nɐ,ruin,noun,,,,"Ruino, ruvína, ruvinação, ruina. Ruiná, ruvinà, arruinar. Cfr. savode, perdová.",ruina,,175.0
2126,ruvinação,ruʋinasaːo,ruína,ˈRwi.nɐ,ruin,noun,,,,"Ruino, ruvína, ruvinação, ruina. Ruiná, ruvinà, arruinar. Cfr. savode, perdová.",ruina,,175.0
2127,Ruiná,ruinaː,arruinar,ɐ.Rwi.ˈnaɾ,ruin,verb,,,,,arruinar,,
2128,ruviná,ruʋinaː,arruinar,ɐ.Rwi.ˈnaɾ,ruin,verb,,,,,arruinar,,
2129,Rule,rule,regra,,rule,noun,English,,,"Rule (pron. rú/), regra. — Ingl.",regra,,175.0
2130,Rumpé,rumpeː,romper,Rõ.ˈpeɾ,disrupt,verb,,,,"Rumpé, romper.",romper,,175.0
2131,Ruva,ruʋa,rua,ˈRu.ɐ,street,noun,,,,"Ruva, rua (mais us.). Cff. corôva.",rua,,175.0
2132,Saberoso,sabeɾozo,saboroso,sɐ.bu.ˈɾo.zu,delicious,adjective,,,,"Saberoso, sabaroso, sa-broso (fórm. mod.), saboroso. Cfr. amaroso.",saboroso,,175.0
2133,sabaroso,sabaɾozo,saboroso,sɐ.bu.ˈɾo.zu,delicious,adjective,,,,"Saberoso, sabaroso, sa-broso (fórm. mod.), saboroso. Cfr. amaroso.",saboroso,,175.0
2134,sabroso,sabɾozo,saboroso,sɐ.bu.ˈɾo.zu,delicious,adjective,,,,"Saberoso, sabaroso, sa-broso (fórm. mod.), saboroso. Cfr. amaroso.",saboroso,,175.0
2135,Saco,sako,"saco, algibeira",,"bag, pocket",noun,Sinhala,,,"Saco, sacco; algibeira. T. em singl.","saco, algibeira",,175.0
2136,Sacrifiço,sakɾifiso,sacrifício,,sacrifice,noun,,,,"Saorifiso (f), sacrifício. Cfr. palaso.",sacrifício,,175.0
2137,sagovate,sagoʋate,"«saguate», presente, mimo",,gift,noun,Konkani,All Portuguese-based creoles of India,,"SaGoa creolete, sagovate (mais us.), «saguate», presente, mimo. Comm. T. em Gôa. — Konk. ^TTJTcTTrT (sâguvât), do sansk. ■^TÍTrl (svâgata)^ acolhimento, recepção.","«saguate», presente, mimo",,175.0
2138,sagoate,sagoate,"«saguate», presente, mimo",,gift,noun,Konkani,All Portuguese-based creoles of India,,"SaGoa creolete, sagovate (mais us.), «saguate», presente, mimo. Comm. T. em Gôa. — Konk. ^TTJTcTTrT (sâguvât), do sansk. ■^TÍTrl (svâgata)^ acolhimento, recepção.","«saguate», presente, mimo",,175.0
2139,Sahinho,saiɲo,saída,sɐ.ˈi.dɐ,exit,noun,,,,"Sahinlio, sabida.",saída,,175.0
2140,Salutá,salutaː,saudar,,salute,verb,English,,,"Salutá, saudar. Salutação, saudação. — Infl. do ingl. to salute, salutation.",saudar,,175.0
2141,Salutação,salutasaːo,saudação,saw.dɐ.ˈsɐ̃w̃,greeting,noun,,,,,saudação,,
2142,Sandê,sandeː,acender,ɐ.sẽ.ˈdeɾ,light up,verb,"Capeverdean creole, Macao creole",,,"Sandê, sandà, accender. Sandê: dial. mac. Dial. cab. cendê.",acender,,175.0
2143,sandà,sandaː,acender,ɐ.sẽ.ˈdeɾ,light up,verb,"Capeverdean creole, Macao creole",,,"Sandê, sandà, accender. Sandê: dial. mac. Dial. cab. cendê.",acender,,175.0
2144,Santá,santaː,sentar-se,,sit down,verb,"Capeverdean creole, Macao creole, Mangalor creole",,,"Santa, sentar-se.Dial.mangde Mahé, mac. Dial. cab. sinta.",sentar-se,,175.0
2145,Santildade,santildade,santidade,sɐ̃.ti.ˈda.dɨ,holiness,noun,,,"O Bruffador, i periódico","Santildade {Br. i), santidade.",santidade,,175.0
2146,Sápier,saːpieɾ,"carcereiro, meirinho",,"jailer, bailiff",noun,Dutch,,,"Sápier, séper (A^. T.), sé-pir [Baiit..)^ carcereiro; meirinho.—Holl. cipier.","carcereiro, meirinho",,175.0
2147,séper,seːpeɾ,"carcereiro, meirinho",,"jailer, bailiff",noun,Dutch,,,"Sápier, séper (A^. T.), sé-pir [Baiit..)^ carcereiro; meirinho.—Holl. cipier.","carcereiro, meirinho",,175.0
2148,Sapteiro,sapteiɾo,sapateiro,,shoemaker,noun,,,,"Sapteiro, sapateiro.",sapateiro,,175.0
2149,Sará,saɾaː,serrar,sɨ.ˈRaɾ,saw,verb,,Portuguese-based creoles of Indian mainland,,"Sara, serrar. Sarrar: no cont. Cfr. ará.",serrar,,175.0
2150,Sarado,saɾado,cerrado,sɨ.ˈRa.du,sawn,adjective,"Macao creole, Mangalor creole",,,"Sarado, cerrado. Dial. mangmac.",cerrado,,175.0
2151,Sariants,saɾiants,quadrilheiros,,hechmen,noun,,,,"Sariants, quadrilheiros.",quadrilheiros,,175.0
2152,Sastra,sastɾa,boa sorte,,good luck,noun,,,,"Sastra, ^ buena-dicha. — Sansk. ÍH^T^ (sastra)^ sciencia.",boa sorte,,175.0
2153,Satisfazido,satisfazido,satisfeito,sɐ.tiʃ.ˈfɐj.tu,satisfied,adjective,,,,"Satisfazído, satisfeito.",satisfeito,,175.0
2154,Satisfeitomente,satisfeitomente,satisfatoriamente,,satisfactorily,adverb,,,,"Satisfeitomente, satisfacto-riamente.",satisfacto-riamente,,175.0
2155,Saude,saude,"saúde, são, sadio",,"health, healthy",noun,,,,"Saúde, saode, savôdi (fórm. mod.), saúde; são, sadio.- Cfr. fome, secura.","saúde; são, sadio",,175.0
2156,saode,saode,"saúde, são, sadio",,"health, healthy",noun,,,,"Saúde, saode, savôdi (fórm. mod.), saúde; são, sadio.- Cfr. fome, secura.","saúde; são, sadio",,175.0
2157,savôdi,saʋoːdi,"saúde, são, sadio",,"health, healthy",noun,,,,"Saúde, saode, savôdi (fórm. mod.), saúde; são, sadio.- Cfr. fome, secura.","saúde; são, sadio",,175.0
2158,Saudição,saudisaːo,saudação,saw.dɐ.ˈsɐ̃w̃,greeting,noun,,,Novo testamento,"Saudição (N. T"".), saudação. Cfr. salutação.",saudação,,175.0
2159,Saúdo,sauːdo,sábado,ˈsa.bɐ.du,saturday,noun,,,,"Saúdo, saudo-dia, sabbado. Cfr. beudo.",sábado,,176.0
2160,saudo-dia,saudo dia,sábado,ˈsa.bɐ.du,saturday,noun,,,,"Saúdo, saudo-dia, sabbado. Cfr. beudo.",sábado,,176.0
2161,Sayão,sajaːo,"tristeza, triste, sentido",,"sadness, sad, feeling",noun,Macao creole,,,"Sayão, sayán (fórm. mod.), tristeza; triste, sentido. Dial. mac. saian. — Malaio ^^-*-{sãyang).","tristeza; triste, sentido",,176.0
2162,sayán,sajaːn,"tristeza, triste, sentido",,"sadness, sad, felt",noun,Macao creole,,,"Sayão, sayán (fórm. mod.), tristeza; triste, sentido. Dial. mac. saian. — Malaio ^^-*-{sãyang).","tristeza; triste, sentido",,176.0
2163,Secado,sekado,"seco, paralítico",,"dry, paralyzed",noun,,,,"Secado, secco; paralytico.","seco, paralítico",,176.0
2164,Secta,sekta,seita,,sect,noun,English,,,"Secta, secto, seita. — Ingl. sect.",seita,,176.0
2165,secto,sekto,seita,,sect,noun,English,,,"Secta, secto, seita. — Ingl. sect.",seita,,176.0
2166,Secura,sekuɾa,"secura, sede, sedento",,"dryness, thirst, thirsty",noun,,,,"Secura, seccura; sede (de-sus.); sedento. Secura-chão, a aridez da terra.","secura, sede, sedento",,176.0
2167,Secura-chão,sekuɾa t̠ʃaːo,a aridez da terra,,dryness of the land,noun,,,,,a aridez da terra,,
2168,Sedomente,sedomente,"cedo, mais cedo, em tempo",,sooner,adverb,,,,"Sedomente, cedo, mais cedo, em tempo. Cfr. sempremente, tantomente.","cedo, mais cedo, em tempo",,176.0
2169,Ségel,seːd̠ʒel,"sigilo, selo",,"secrecy, seal",noun,,,,"Sege), sigillo; sello.","sigilo, selo",,176.0
2170,Segredè,segɾedeː,"segredo, secreto",,secret,noun,,,,"Segrede, segrédi, segradè (p. us.), segredo; secreto. Se-gredomente, em segredo, secretamente.","segredo, secreto",pouco usado,176.0
2171,segrédi,segɾeːdi,"segredo, secreto",,secret,noun,,,,"Segrede, segrédi, segradè (p. us.), segredo; secreto. Se-gredomente, em segredo, secretamente.","segredo, secreto",pouco usado,176.0
2172,segradè,segɾadeː,"segredo, secreto",,secret,noun,,,,"Segrede, segrédi, segradè (p. us.), segredo; secreto. Se-gredomente, em segredo, secretamente.","segredo, secreto",pouco usado,176.0
2173,Seguedor,segedoɾ,seguidor,,follower,noun,,,,"Seguedor, seguidor.",seguidor,,176.0
2174,Seguente,segente,seguinte,sɨ.ˈɡĩ.tɨ,next,adjective,,,,"Seguente, segunte, seguinte.",seguinte,,176.0
2175,segunte,segunte,seguinte,sɨ.ˈɡĩ.tɨ,next,adjective,,,,"Seguente, segunte, seguinte.",seguinte,,176.0
2176,Seguiador,segiadoɾ,seguidor,,follower,noun,,,,"Seguiador {N. J"".), seguidor.",seguidor,,176.0
2177,Seguindo,segindo,seguinte,sɨ.ˈɡĩ.tɨ,next,adjective,,,catecismo,"Seguindo {Cath.), seguinte.",seguinte,,176.0
2178,Seguradomente,seguɾadomente,seguramente,sɨ.ɡu.ɾɐ.ˈmẽ.tɨ,surely,adverb,,,,"Seguradomente, seguramente.",seguramente,,176.0
2179,Seisenta,seizenta,sessenta,sɨ.ˈsẽ.tɐ,sixty,numeral,,,,"Seisenta, sessenta.",sessenta,,176.0
2180,Seisto,seisto,sexto,,sixth,numeral,,,,"Seisto, sexto.",sexto,,176.0
2181,Seite,seite,sete,ˈsɛ.tɨ,sete,numeral,,,,"Seite, sete (mais us.).",sete,,176.0
2182,Séja,seːd̠ʒa,"seja, sede",,"be, thirst",verb,,,,"Seja, seija, seja; sede.","seja, sede",,176.0
2183,seija,seid̠ʒa,"seja, sede",,"be (subjunctive), thirst",verb,,,,"Seja, seija, seja; sede.","seja, sede",,176.0
2184,Sem,sem,"sem, sim",,"without, yes",preposition,Cochin creole,,,"Sem, sem; sim. Dial. coch.","sem, sim",,176.0
2185,Semalhança,semaʎansa,semelhança,sɨ.mɨ.ˈʎɐ̃.sɐ,similarity,noun,,,"O Bruffador, i periódico","Semalhança {Br. i), seme-Ihancè, similhança.",semelhança,,176.0
2186,semeIhancè,semeianseː,semelhança,sɨ.mɨ.ˈʎɐ̃.sɐ,similarity,noun,,,"O Bruffador, i periódico","Semalhança {Br. i), seme-Ihancè, similhança.",semelhança,,176.0
2187,Sementria,sementɾia,sementeira,sɨ.mẽ.ˈtɐj.ɾɐ,seeding,noun,,,,"Sementria, sementeira.",sementeira,,176.0
2188,Sempetemo,sempetemo,sempiterno,,everlasting,adjective,,,,"Sempetemo, sempretemo, sempieterno, sempiterno.",sempiterno,,176.0
2189,sempretemo,sempɾetemo,sempiterno,,everlasting,adjective,,,,"Sempetemo, sempretemo, sempieterno, sempiterno.",sempiterno,,176.0
2190,sempieterno,sempieteɾno,sempiterno,,everlasting,adjective,,,,"Sempetemo, sempretemo, sempieterno, sempiterno.",sempiterno,,176.0
2191,Sen,sen,sem,sɐ̃j̃,without,preposition,,,,"Sen, sem.",sem,,176.0
2192,Senan,senan,senão,sɨ.ˈnɐ̃w̃,unless,adverb,,,,"Senan (fórm. mod.j, senão.",senão,,176.0
2193,Senhoris,seɲoɾis,senhor,sɨ.ˈɲoɾ,lord,noun,,,Bautismo,Senhoris (Baut.). senhor.,senhor,,176.0
2194,Sentencia,sentensia,sentença,sẽ.ˈtẽ.sɐ,judgement,noun,,,,"Sentencia, sentença. Cfr. presencia, justicia.",sentença,,176.0
2195,Seperá,sepeɾaː,separar,sɨ.pɐ.ˈɾaɾ,separate,verb,,,,"Seperà, separar. Separação, separação (t. us.).",separar,,176.0
2196,Separação,sepaɾasaːo,separação,sɨ.pɐ.ɾɐ.ˈsɐ̃w̃,splitting,noun,,,,,separação,,
2197,Sepiá,sepiaː,cepilhar,,flatten,verb,,,,"Sepiá, cepilhar. Cfr. embriá.",cepilhar,,176.0
2198,Sepulturo,sepultuɾo,sepultura,,grave,noun,,,,"Sepulturo, sepultura.",sepultura,,176.0
2199,Séra,seːɾa,serra,,saw,noun,,,,"Séra, serra (peixe).",serra,,176.0
2200,Seraphs,seɾafs,serafins,,seraphim,noun,English,,,"Seraphs, seraphins. — Ingl.",serafins,,176.0
2201,Serezan,seɾezan,sem-razão,,without reason,adverb,,,,"Serezan, semrazão.",semrazão,,176.0
2202,Serioso,seɾiozo,sério,ˈsɛ.ɾju,serious,adjective,,,,"Serioso, serio. Cfr. varioso, impioso.",sério,,176.0
2203,Servideira,seɾʋideiɾa,servidora,,servant,noun,,,,"Servideira, servidora. Cfr. confiadeira, mercadeira.",servidora,,176.0
2204,Sés,seːs,seis,ˈsɐjʃ,six,numeral,Macao creole,,,"Sés, seis (mais us.). Dial. mac.",seis,,176.0
2205,Sestomo,sestomo,sexto,,sixth,numeral,,,,"Sestomo, sexto. V. seisto.",sexto,,176.0
2206,Seve,seʋe,sebe,ˈsɛ.bɨ,hedge,noun,,,,"Seve, sebe. Cfr. avelha.",sebe,,176.0
2207,Significão,signifikaːo,significação,,meaning,noun,,,"O Bruffador, i periódico","Significão {Br. i), significação. Cfr. declarão.",significação,,176.0
2208,Siguier,sigieɾ,seguidor,,follower,noun,,,,"Siguier (p. us.), seguidor.",seguidor,pouco usado,176.0
2209,Silente,silente,"silencioso, calado",,silent,noun,English,,,"Silente, silencioso, calado. Silentemente, silenciosamente. — Ingl. silent. Em port. é poet. V. Dicc. Contemp.","silencioso, calado",poético,176.0
2210,Silentemente,silentemente,silenciosamente,,quietly,adverb,English,,,,silenciosamente,poético,
2211,Simiá,simiaː,semear,sɨ.ˈmi.aɾ,sow,verb,,,,"Simiá, semear. Mais us. bruffá.",semear,,176.0
2212,Simple,simple,simples,ˈsĩ.plɨʃ,simple,adjective,Macao creole,Portuguese-based creoles of Indian mainland,,"Simple, simplo, simples. Dial. mac. Dialectal no cont.",simples,,176.0
2213,simplo,simplo,simples,ˈsĩ.plɨʃ,simple,adjective,Macao creole,Portuguese-based creoles of Indian mainland,,"Simple, simplo, simples. Dial. mac. Dialectal no cont.",simples,,176.0
2214,Sinceiro,sinseiɾo,sincero,,sincere,adjective,,,,"Sinceiro, sincero.",sincero,,176.0
2215,Sincoventè,sinkoʋenteː,cinquenta,,fifty,numeral,,,,"Sincoventè, cincoenta.",cinquenta,,176.0
2216,Sinhárè,siɲaːɾeː,senhora,sɨ.ˈɲo.ɾɐ,lady,noun,"Capeverdean creole, Diu creole",,,"Sinhàrè, senhora. Dial. div. senhára. Dial. cab. sinhâra, nhâra.",senhora,,176.0
2217,Sinho,siɲo,vizinho,,neighbor,noun,,,,"Sinh, vizinho. Cfr. linho.",vizinho,,176.0
2218,Sinté,sinteː,sentir,sẽ.ˈtiɾ,feel,verb,Cochin creole,,,"Sinté, sentir. Sintemento, sentimento. Dial. coch. Cfr. jnintê.",sentir,,176.0
2219,Sintemento,sintemento,sentimento,,feeling,noun,,,,,sentimento,,
2220,Sintido,sintido,"sentido, senso",,sense,noun,,,,"Sintido, sentido; senso.","sentido, senso",,176.0
2221,Siome,siome,ciúme,ˈsju.mɨ,jealousy,noun,,,,"Siome, ciúme.",ciúme,,176.0
2222,Sir,siɾ,senhor,,sir,noun,English,,,Sir (pr. sar\ senhor. — Ingl.,senhor,,176.0
2223,Sirvidor,siɾʋidoɾ,"servidor, criado",,servant,noun,,,,"Sirvidor, servidor, creado (desus.).","servidor, criado",,176.0
2224,Siso,sizo,siso,,wisdom,noun,,,,Siso (p. us.). V. cizo.,siso,pouco usado,176.0
2225,Sistê,sisteː,assistir,ɐ.siʃ.ˈtiɾ,watch,verb,,,,"Sistê, assistir.",assistir,,176.0
2226,Slack,zlakk,"laxo, frouxo, fraco",,"lax, loose, weak",noun,English,,"O Bruffador, ii periódico","Slaok, slec {Br. 2), laxo, frouxo; fraco. — Ingl.","laxo, frouxo, fraco",,177.0
2227,slec,zlek,"laxo, frouxo, fraco",,"lax, loose, weak",noun,English,,"O Bruffador, ii periódico","Slaok, slec {Br. 2), laxo, frouxo; fraco. — Ingl.","laxo, frouxo, fraco",,177.0
2228,Slenger,zlend̠ʒeɾ,cambalear,,stagger,adjective,Dutch,,Bautismo,"Slenger (Baut.), cambalear. — Holl. slingeren.",cambalear,,177.0
2229,Sobei',sobeiə,sobejo,,leftover,noun,,,,"Sobei* (poet.), sobejo. Cfr. passai.",sobejo,poético,177.0
2230,Sobérvia,sobeːɾʋia,soberba,,haughtiness,noun,,,,"Sobérvia, soberba (t. us.).",soberba,,177.0
